Spp,Length,Weight,Sex,Year,Month,Age,BCAge,BCLength
CCF,494,896,U,2016,September,,,
CCF,510,998,U,2016,September,,,
CCF,440,614,U,2016,September,,,
CCF,425,548,U,2016,September,,,
CCF,446,648,U,2016,September,,,
CCF,468,766,U,2016,September,,,
CCF,406,480,U,2016,September,,,
CCF,462,748,U,2016,September,,,
CCF,384,408,U,2016,September,,,
CCF,292,166,U,2016,September,,,
CCF,453,706,U,2016,September,,,
CCF,427,584,U,2016,September,,,
CCF,260,114,U,2016,September,,,
CCF,422,564,U,2016,September,,,
CCF,383,416,U,2016,September,,,
CCF,379,404,U,2016,September,,,
CCF,671,2684,U,2016,September,,,
CCF,373,388,U,2016,September,,,
CCF,388,442,U,2016,September,,,
CCF,483,916,U,2016,September,,,
CCF,674,2750,U,2016,September,,,
CCF,444,696,U,2016,September,,,
CCF,415,558,U,2016,September,,,
CCF,422,592,U,2016,September,,,
CCF,267,132,U,2016,September,,,
CCF,507,1092,U,2016,September,,,
CCF,442,698,U,2016,September,,,
CCF,536,1324,U,2016,September,,,
CCF,322,250,U,2016,September,,,
CCF,481,938,U,2016,September,,,
CCF,406,542,U,2016,September,,,
CCF,511,1160,U,2016,September,,,
CCF,417,596,U,2016,September,,,
CCF,230,84,U,2016,September,,,
CCF,471,892,U,2016,September,,,
CCF,499,1082,U,2016,September,,,
CCF,393,498,U,2016,September,,,
CCF,515,1218,U,2016,September,,,
CCF,463,858,U,2016,September,,,
CCF,386,476,U,2016,September,,,
CCF,231,88,U,2016,September,,,
CCF,255,122,U,2016,September,,,
CCF,226,82,U,2016,September,,,
CCF,433,704,U,2016,September,,,
CCF,205,60,U,2016,September,,,
CCF,211,66,U,2016,September,,,
CCF,486,1036,U,2016,September,,,
CCF,381,470,U,2016,September,,,
CCF,514,1264,U,2016,September,,,
CCF,456,856,U,2016,September,,,
CCF,275,163,U,2016,September,,,
CCF,286,186,U,2016,September,,,
CCF,424,696,U,2016,September,,,
CCF,216,84,U,2016,September,,,
CCF,206,72,U,2016,September,,,
CCF,348,406,U,2016,September,,,
CCF,227,100,U,2016,September,,,
CCF,223,106,U,2016,September,,,
CCF,197,80,U,2016,September,,,
CCF,212,120,U,2016,September,,,
CCF,198,104,U,2016,September,,,
CCF,,,U,2016,September,,,
WAE,242,109,F,2015,May,1,,
WAE,273,204,F,2015,May,1,,
WAE,191,62,U,2015,May,1,,
WAE,200,65,U,2015,May,1,,
WAE,203,64,U,2015,May,1,,
WAE,207,64,U,2015,May,1,,
WAE,210,66.6,U,2015,May,1,,
WAE,211,66,U,2015,May,1,,
WAE,215,74,U,2015,May,1,,
WAE,221,92,U,2015,May,1,,
WAE,225,84.2,U,2015,May,1,,
WAE,229,93,U,2015,May,1,,
WAE,231,91.8,U,2015,May,1,,
WAE,235,113.4,U,2015,May,1,,
WAE,239,127,U,2015,May,1,,
WAE,245,147.8,U,2015,May,1,,
WAE,254,133,U,2015,May,1,,
WAE,255,143.8,U,2015,May,1,,
WAE,261,180.8,U,2015,May,1,,
WAE,263,159,U,2015,May,1,,
WAE,270,176.5,U,2015,May,1,,
WAE,281,196.2,U,2015,May,1,,
WAE,211,75,M,2015,May,1,,
WAE,215,81,M,2015,May,1,,
WAE,275,183,M,2015,May,1,,
WAE,217,,U,2015,May,1,,
WAE,229,99,U,2015,May,1,,
WAE,245,,U,2015,May,1,,
WAE,322,322,F,2015,May,2,1,185.7650406
WAE,331,357,F,2015,May,2,1,194.1077414
WAE,365,450,F,2015,May,2,1,256.6465881
WAE,369,488,F,2015,May,2,1,257.6141111
WAE,380,525,F,2015,May,2,1,276.9649032
WAE,380,504,F,2015,May,2,1,261.6968135
WAE,302,254.9,U,2015,May,2,,
WAE,305,266.8,U,2015,May,2,1,203.106971
WAE,321,300,U,2015,May,2,1,206.1571033
WAE,322,325.6,U,2015,May,2,1,197.1130971
WAE,324,338,U,2015,May,2,1,210.775105
WAE,326,327,U,2015,May,2,1,189.0132184
WAE,330,378,U,2015,May,2,1,205.5217552
WAE,390,528,U,2015,May,2,1,265.3693715
WAE,285,191.2,M,2015,May,2,,
WAE,341,346,M,2015,May,2,1,223.9159436
WAE,353,390,M,2015,May,2,1,225.5224967
WAE,354,,M,2015,May,2,1,230.8093087
WAE,355,428,M,2015,May,2,,
WAE,357,,M,2015,May,2,1,234.1205825
WAE,365,453,M,2015,May,2,1,264.9229637
WAE,370,548,M,2015,May,2,1,259.3586345
WAE,396,570,M,2015,May,2,1,269.9724004
WAE,323,332,U,2015,May,2,1,237.3779384
WAE,376,570,F,2015,May,3,2,292.4337156
WAE,380,545,F,2015,May,3,2,274.5674773
WAE,420,726,F,2015,May,3,2,345.010835
WAE,425,661,F,2015,May,3,2,345.531638
WAE,426,840,F,2015,May,3,2,330.8124003
WAE,334,410,U,2015,May,3,2,258.9299258
WAE,342,,M,2015,May,3,2,259.4221052
WAE,405,573,M,2015,May,3,2,305.6446129
WAE,410,450,M,2015,May,3,2,326.992512
WAE,440,845,M,2015,May,3,2,368.1491862
WAE,454,976,M,2015,May,3,2,355.2022351
WAE,438,813,U,2015,May,3,2,357.638321
WAE,447,940,F,2015,May,4,3,370.951515
WAE,451,800,F,2015,May,4,3,381.1794598
WAE,458,890,F,2015,May,4,3,383.5214054
WAE,481,1152,F,2015,May,4,3,399.6948183
WAE,481,1170,F,2015,May,4,3,414.3723267
WAE,486,1256,F,2015,May,4,3,401.0984372
WAE,495,1142,F,2015,May,4,3,428.5936991
WAE,497,1164,F,2015,May,4,3,437.3516569
WAE,504,1230,F,2015,May,4,3,441.8569737
WAE,509,1190,F,2015,May,4,3,461.1684018
WAE,516,1130,F,2015,May,4,3,442.1903186
WAE,530,1461,F,2015,May,4,3,458.8702626
WAE,545,1473,F,2015,May,4,3,474.6756935
WAE,550,1675,F,2015,May,4,3,482.5086469
WAE,399,600,U,2015,May,4,3,356.9166092
WAE,424,746,M,2015,May,4,3,375.7631817
WAE,427,,M,2015,May,4,3,367.4818188
WAE,443,,M,2015,May,4,3,388.1069421
WAE,448,,M,2015,May,4,3,406.9003558
WAE,450,833,M,2015,May,4,3,400.7832198
WAE,455,864,M,2015,May,4,3,400.1769488
WAE,461,,M,2015,May,4,3,399.2288196
WAE,462,,M,2015,May,4,3,414.5764217
WAE,463,,M,2015,May,4,3,411.7270874
WAE,468,,M,2015,May,4,3,413.9815579
WAE,468,,M,2015,May,4,3,417.6835388
WAE,469,,M,2015,May,4,3,410.1368691
WAE,470,,M,2015,May,4,3,398.4125654
WAE,471,,M,2015,May,4,3,425.8797127
WAE,473,,M,2015,May,4,3,423.4411616
WAE,476,,M,2015,May,4,3,417.2965754
WAE,480,,M,2015,May,4,3,430.1322705
WAE,481,,M,2015,May,4,3,420.8410167
WAE,482,,M,2015,May,4,3,415.7242191
WAE,485,1130,M,2015,May,4,3,425.0905323
WAE,490,,M,2015,May,4,3,430.6486833
WAE,495,,M,2015,May,4,3,449.3819594
WAE,505,1244,M,2015,May,4,3,432.693236
WAE,527,1460,M,2015,May,4,3,464.6697843
WAE,560,698,M,2015,May,4,3,489.240635
WAE,494,1160,F,2015,May,5,4,437.475551
WAE,498,1188,F,2015,May,5,4,447.5773696
WAE,532,1620,F,2015,May,5,4,477.5832158
WAE,535,1570,F,2015,May,5,4,481.3576332
WAE,541,1390,F,2015,May,5,4,502.4496774
WAE,555,1361,F,2015,May,5,4,499.7376765
WAE,560,1854,F,2015,May,5,4,505.6667597
WAE,565,1760,F,2015,May,5,4,511.1886003
WAE,565,,F,2015,May,5,4,508.2713291
WAE,567,1790,F,2015,May,5,4,511.9719061
WAE,568,1635,F,2015,May,5,4,513.1370463
WAE,569,1660,F,2015,May,5,4,521.9411172
WAE,570,1580,F,2015,May,5,4,515.2257314
WAE,571,1920,F,2015,May,5,4,515.3630407
WAE,572,1848,F,2015,May,5,4,519.1652898
WAE,573,1710,F,2015,May,5,4,516.8519841
WAE,575,1656,F,2015,May,5,4,523.5363142
WAE,585,1900,F,2015,May,5,4,523.0065547
WAE,590,,F,2015,May,5,4,530.4554446
WAE,593,2058,F,2015,May,5,4,537.4825304
WAE,596,1780,F,2015,May,5,4,538.0369953
WAE,597,2100,F,2015,May,5,4,542.0480323
WAE,597,2086,F,2015,May,5,4,529.4209075
WAE,615,2161,F,2015,May,5,4,559.9672261
WAE,457,,M,2015,May,5,4,412.3642431
WAE,462,,M,2015,May,5,4,421.1049618
WAE,463,,M,2015,May,5,4,415.2649401
WAE,466,870,M,2015,May,5,4,421.0997108
WAE,466,954,M,2015,May,5,4,428.0858634
WAE,466,944,M,2015,May,5,4,419.5984584
WAE,476,,M,2015,May,5,4,424.2762712
WAE,476,,M,2015,May,5,4,433.0062175
WAE,477,1020,M,2015,May,5,4,433.4404435
WAE,480,1061,M,2015,May,5,4,432.8340057
WAE,485,1238,M,2015,May,5,4,437.6811124
WAE,488,,M,2015,May,5,4,446.8111706
WAE,495,,M,2015,May,5,4,448.7448908
WAE,496,1260,M,2015,May,5,4,455.0785497
WAE,498,,M,2015,May,5,4,451.4278778
WAE,500,1234,M,2015,May,5,4,448.9740648
WAE,501,1346,M,2015,May,5,4,453.883946
WAE,507,1306,M,2015,May,5,4,460.3712799
WAE,508,,M,2015,May,5,4,459.9986205
WAE,508,,M,2015,May,5,4,460.7459677
WAE,511,1418,M,2015,May,5,4,470.3142453
WAE,514,1370,M,2015,May,5,4,478.3911313
WAE,515,,M,2015,May,5,4,473.2612302
WAE,516,,M,2015,May,5,4,472.2806426
WAE,517,,M,2015,May,5,4,468.192569
WAE,517,,M,2015,May,5,4,472.6302816
WAE,517,,M,2015,May,5,4,474.4054229
WAE,520,,M,2015,May,5,,
WAE,522,1308,M,2015,May,5,4,478.5455843
WAE,523,1450,M,2015,May,5,4,480.0762719
WAE,525,,M,2015,May,5,4,477.9188075
WAE,526,,M,2015,May,5,4,470.0110933
WAE,527,,M,2015,May,5,4,478.1409086
WAE,527,,M,2015,May,5,4,472.878254
WAE,528,,M,2015,May,5,4,481.1023822
WAE,530,,M,2015,May,5,4,488.5711481
WAE,530,,M,2015,May,5,4,502.1726998
WAE,534,,M,2015,May,5,4,487.9095408
WAE,535,,M,2015,May,5,4,498.3940861
WAE,535,,M,2015,May,5,4,487.0024837
WAE,537,,M,2015,May,5,4,494.5378158
WAE,537,1380,M,2015,May,5,4,487.9523401
WAE,546,,M,2015,May,5,4,494.7805982
WAE,553,1600,M,2015,May,5,4,496.0690156
WAE,571,1920,F,2015,May,6,5,533.7591732
WAE,585,2027,F,2015,May,6,5,539.8286953
WAE,490,1205,M,2015,May,6,5,456.4891312
WAE,491,1222,M,2015,May,6,5,443.139004
WAE,503,1299,M,2015,May,6,5,463.4841737
WAE,512,1238,M,2015,May,6,5,476.5511795
WAE,516,1350,M,2015,May,6,5,477.9952752
WAE,522,1300,M,2015,May,6,5,494.9705994
WAE,556,,M,2015,May,6,5,515.7693049
WAE,575,1620,M,2015,May,6,5,522.1423574
WAE,705,3560,F,2015,May,8,7,668.8465191
WAE,533,,M,2015,May,8,7,499.9718138
WAE,541,,M,2015,May,8,7,511.098377
WAE,559,1740,M,2015,May,8,7,528.6581432
WAE,560,1740,M,2015,May,8,7,533.7813213
WAE,581,1734,M,2015,May,8,7,553.0863753
WAE,590,1872,M,2015,May,8,7,557.4560069
WAE,595,2009,M,2015,May,8,7,556.4269198
WAE,603,,M,2015,May,8,7,572.9487099
WAE,715,3830,F,2015,May,9,8,670.8621584
WAE,616,2138,M,2015,May,9,8,582.5751898
WAE,710,3410,F,2015,May,10,9,694.9172073
WAE,595,,M,2015,May,10,9,569.8399663
WAE,595,2310,M,2015,May,10,9,572.9395219
WAE,599,,M,2015,May,10,9,586.4493733
WAE,622,2408,M,2015,May,10,9,596.3745954
WAE,632,2697,M,2015,May,10,9,607.6493972
WAE,700,3730,F,2015,May,11,10,676.3894472
WAE,705,3868,F,2015,May,11,10,675.2033858
WAE,713,3930,F,2015,May,12,11,687.5753903
WAE,753,4638,F,2015,May,12,11,721.296262
WAE,676,3080,M,2015,May,12,11,655.731287
WAE,721,3620,F,2015,May,13,12,693.6867413
WAE,750,4846,F,2015,May,13,12,718.6736922
WAE,600,2119,M,2015,May,13,12,587.8234765
WAE,576,,M,2015,May,14,13,561.2100821
WAE,586,1918,M,2015,May,14,13,566.7094257
WAE,593,2220,M,2015,May,14,13,576.7783976
WAE,604,,M,2015,May,16,15,590.3103906
WAE,670,,M,2015,May,16,15,647.6851082
WAE,685,3322,M,2015,May,18,17,677.8543381
WAE,460,1029,F,2015,May,,,
WAE,467,980,F,2015,May,,,
WAE,505,,F,2015,May,,,
WAE,513,1189,F,2015,May,,,
WAE,515,1305,F,2015,May,,,
WAE,519,1316,F,2015,May,,,
WAE,519,,F,2015,May,,,
WAE,525,1503,F,2015,May,,,
WAE,525,1244,F,2015,May,,,
WAE,528,1496,F,2015,May,,,
WAE,545,1639,F,2015,May,,,
WAE,563,1492,F,2015,May,,,
WAE,571,1888,F,2015,May,,,
WAE,595,1862,F,2015,May,,,
WAE,649,,F,2015,May,,,
WAE,712,3680,F,2015,May,,,
WAE,724,3806,F,2015,May,,,
WAE,429,,M,2015,May,,,
WAE,430,,M,2015,May,,,
WAE,438,,M,2015,May,,,
WAE,444,,M,2015,May,,,
WAE,445,,M,2015,May,,,
WAE,446,835,M,2015,May,,,
WAE,446,,M,2015,May,,,
WAE,450,,M,2015,May,,,
WAE,451,,M,2015,May,,,
WAE,454,,M,2015,May,,,
WAE,456,,M,2015,May,,,
WAE,462,,M,2015,May,,,
WAE,469,,M,2015,May,,,
WAE,470,,M,2015,May,,,
WAE,470,,M,2015,May,,,
WAE,472,,M,2015,May,,,
WAE,472,,M,2015,May,,,
WAE,473,,M,2015,May,,,
WAE,474,,M,2015,May,,,
WAE,475,,M,2015,May,,,
WAE,478,,M,2015,May,,,
WAE,480,1198,M,2015,May,,,
WAE,482,1120,M,2015,May,,,
WAE,483,,M,2015,May,,,
WAE,483,,M,2015,May,,,
WAE,485,,M,2015,May,,,
WAE,485,,M,2015,May,,,
WAE,485,,M,2015,May,,,
WAE,486,1054,M,2015,May,,,
WAE,487,,M,2015,May,,,
WAE,488,,M,2015,May,,,
WAE,488,,M,2015,May,,,
WAE,490,,M,2015,May,,,
WAE,490,,M,2015,May,,,
WAE,492,1052,M,2015,May,,,
WAE,492,,M,2015,May,,,
WAE,498,,M,2015,May,,,
WAE,499,,M,2015,May,,,
WAE,500,,M,2015,May,,,
WAE,502,,M,2015,May,,,
WAE,502,,M,2015,May,,,
WAE,505,,M,2015,May,,,
WAE,505,,M,2015,May,,,
WAE,508,,M,2015,May,,,
WAE,510,,M,2015,May,,,
WAE,512,,M,2015,May,,,
WAE,514,,M,2015,May,,,
WAE,522,,M,2015,May,,,
WAE,526,,M,2015,May,,,
WAE,527,,M,2015,May,,,
WAE,527,,M,2015,May,,,
WAE,529,,M,2015,May,,,
WAE,533,1360,M,2015,May,,,
WAE,536,,M,2015,May,,,
WAE,538,1563,M,2015,May,,,
WAE,545,,M,2015,May,,,
WAE,545,,M,2015,May,,,
WAE,574,,M,2015,May,,,
WAE,578,,M,2015,May,,,
WAE,604,,M,2015,May,,,
WAE,624,,M,2015,May,,,
WAE,635,2350,M,2015,May,,,
WAE,658,3092,M,2015,May,,,
WAE,687,,M,2015,May,,,
WAE,332,,U,2015,May,,,
WAE,402,540,U,2015,May,,,
WAE,405,590,U,2015,May,,,
WAE,416,756,U,2015,May,,,
WAE,435,900,U,2015,May,,,
WAE,435,804,U,2015,May,,,
WAE,443,,U,2015,May,,,
WAE,479,1053,U,2015,May,,,
WAE,481,920,U,2015,May,,,
WAE,482,,U,2015,May,,,
WAE,484,,U,2015,May,,,
WAE,485,1068,U,2015,May,,,
WAE,490,1185,U,2015,May,,,
WAE,490,1198,U,2015,May,,,
WAE,491,1060,U,2015,May,,,
WAE,495,,U,2015,May,,,
WAE,500,1190,U,2015,May,,,
WAE,502,1140,U,2015,May,,,
WAE,504,1150,U,2015,May,,,
WAE,505,1344,U,2015,May,,,
WAE,510,,U,2015,May,,,
WAE,516,1230,U,2015,May,,,
WAE,527,,U,2015,May,,,
WAE,527,1295,U,2015,May,,,
WAE,530,1414,U,2015,May,,,
WAE,538,1500,U,2015,May,,,
WAE,545,,U,2015,May,,,
WAE,560,1833,U,2015,May,,,
WAE,565,1822,U,2015,May,,,
WAE,574,1706,U,2015,May,,,
WAE,592,1960,U,2015,May,,,
WAE,596,,U,2015,May,,,
WAE,632,2430,U,2015,May,,,
WAE,653,,U,2015,May,,,
WAE,720,3622,U,2015,May,,,
WAE,,,U,2015,May,,,
WAE,157,37,F,2015,September,0,,
WAE,174,48,F,2015,September,0,,
WAE,182,44,F,2015,September,0,,
WAE,183,54,F,2015,September,0,,
WAE,184,44,F,2015,September,0,,
WAE,186,54,F,2015,September,0,,
WAE,192,48,F,2015,September,0,,
WAE,192,46,F,2015,September,0,,
WAE,193,65,F,2015,September,0,,
WAE,194,62,F,2015,September,0,,
WAE,195,53,F,2015,September,0,,
WAE,195,60,F,2015,September,0,,
WAE,198,56,F,2015,September,0,,
WAE,200,56,F,2015,September,0,,
WAE,202,61,F,2015,September,0,,
WAE,204,64,F,2015,September,0,,
WAE,209,70,F,2015,September,0,,
WAE,227,94,F,2015,September,0,,
WAE,171,44,M,2015,September,0,,
WAE,178,40,M,2015,September,0,,
WAE,180,49,M,2015,September,0,,
WAE,183,51,M,2015,September,0,,
WAE,187,50,M,2015,September,0,,
WAE,187,52,M,2015,September,0,,
WAE,188,52,M,2015,September,0,,
WAE,189,59,M,2015,September,0,,
WAE,190,55,M,2015,September,0,,
WAE,192,54,M,2015,September,0,,
WAE,192,58,M,2015,September,0,,
WAE,195,59,M,2015,September,0,,
WAE,195,56,M,2015,September,0,,
WAE,197,56,M,2015,September,0,,
WAE,198,58,M,2015,September,0,,
WAE,201,50,M,2015,September,0,,
WAE,202,57,M,2015,September,0,,
WAE,203,68,M,2015,September,0,,
WAE,207,69,M,2015,September,0,,
WAE,210,80,M,2015,September,0,,
WAE,212,79,M,2015,September,0,,
WAE,212,73,M,2015,September,0,,
WAE,213,84,M,2015,September,0,,
WAE,249,113,M,2015,September,0,,
WAE,249,136,M,2015,September,0,,
WAE,167,39,U,2015,September,0,,
WAE,169,40,U,2015,September,0,,
WAE,175,50,U,2015,September,0,,
WAE,175,43,U,2015,September,0,,
WAE,180,44,U,2015,September,0,,
WAE,183,46,U,2015,September,0,,
WAE,186,50,U,2015,September,0,,
WAE,187,49,U,2015,September,0,,
WAE,187,58,U,2015,September,0,,
WAE,188,55,U,2015,September,0,,
WAE,188,50,U,2015,September,0,,
WAE,190,,U,2015,September,0,,
WAE,191,40,U,2015,September,0,,
WAE,197,59,U,2015,September,0,,
WAE,197,63,U,2015,September,0,,
WAE,198,50,U,2015,September,0,,
WAE,203,72,U,2015,September,0,,
WAE,203,62,U,2015,September,0,,
WAE,211,64,U,2015,September,0,,
WAE,360,408,F,2015,September,1,1,258.5530129
WAE,255,144,F,2015,September,1,1,159.502508
WAE,262,139,F,2015,September,1,1,188.7870748
WAE,272,158,F,2015,September,1,1,178.2497338
WAE,274,154,F,2015,September,1,1,173.9231555
WAE,275,180,F,2015,September,1,1,190.2267662
WAE,284,191,F,2015,September,1,1,210.6875938
WAE,285,185,F,2015,September,1,1,215.4437462
WAE,290,199,F,2015,September,1,1,211.6715282
WAE,292,206,F,2015,September,1,1,230.3222178
WAE,296,198,F,2015,September,1,1,212.3720618
WAE,300,251,F,2015,September,1,1,225.460411
WAE,301,234,F,2015,September,1,1,220.6802659
WAE,302,230,F,2015,September,1,1,241.220834
WAE,307,243,F,2015,September,1,1,219.884144
WAE,308,270,F,2015,September,1,1,232.0897917
WAE,308,240,F,2015,September,1,1,225.908398
WAE,314,247,F,2015,September,1,1,228.7627123
WAE,314,284,F,2015,September,1,1,228.2411155
WAE,320,269,F,2015,September,1,1,233.8226935
WAE,320,275,F,2015,September,1,1,243.2713684
WAE,323,268,F,2015,September,1,1,249.5947562
WAE,323,280,F,2015,September,1,1,246.9983488
WAE,326,281,F,2015,September,1,1,235.4061121
WAE,329,307,F,2015,September,1,1,246.7529622
WAE,330,290,F,2015,September,1,1,240.4465872
WAE,332,360,F,2015,September,1,1,254.7042335
WAE,335,302,F,2015,September,1,1,244.6852208
WAE,340,304,F,2015,September,1,1,254.164078
WAE,343,376,F,2015,September,1,1,262.9183148
WAE,345,349,F,2015,September,1,1,245.7490398
WAE,345,336,F,2015,September,1,1,247.0787482
WAE,345,353,F,2015,September,1,1,263.6693188
WAE,348,352,F,2015,September,1,1,274.8214595
WAE,349,341,F,2015,September,1,1,249.2998513
WAE,350,413,F,2015,September,1,1,256.0502181
WAE,350,343,F,2015,September,1,1,247.2822301
WAE,352,347,F,2015,September,1,1,271.6011181
WAE,355,395,F,2015,September,1,1,268.2146122
WAE,355,360,F,2015,September,1,1,265.2958393
WAE,357,420,F,2015,September,1,1,271.6551125
WAE,357,428,F,2015,September,1,1,260.0543841
WAE,357,379,F,2015,September,1,1,280.1234589
WAE,359,422,F,2015,September,1,1,255.27473
WAE,360,413,F,2015,September,1,1,263.2335209
WAE,364,400,F,2015,September,1,1,284.4822413
WAE,366,387,F,2015,September,1,1,282.7708946
WAE,367,455,F,2015,September,1,1,282.8726929
WAE,373,463,F,2015,September,1,1,280.7637009
WAE,375,431,F,2015,September,1,1,285.7774518
WAE,380,628,F,2015,September,1,1,311.6100913
WAE,380,467,F,2015,September,1,1,274.3597116
WAE,385,498,F,2015,September,1,1,294.0441031
WAE,388,,F,2015,September,1,1,296.0514375
WAE,240,119,M,2015,September,1,1,164.0308276
WAE,255,147,M,2015,September,1,1,172.5923852
WAE,257,145,M,2015,September,1,1,191.4670988
WAE,269,163,M,2015,September,1,1,184.8969933
WAE,276,170,M,2015,September,1,1,214.9750827
WAE,277,198,M,2015,September,1,1,185.7639787
WAE,280,199,M,2015,September,1,1,189.7378862
WAE,283,197,M,2015,September,1,1,206.9732258
WAE,287,191,M,2015,September,1,1,188.0017476
WAE,290,183,M,2015,September,1,1,209.1493338
WAE,290,193,M,2015,September,1,1,218.3104505
WAE,291,234,M,2015,September,1,1,205.286351
WAE,294,205,M,2015,September,1,1,218.0342205
WAE,294,192,M,2015,September,1,1,229.0470713
WAE,295,222,M,2015,September,1,1,217.0131404
WAE,301,226,M,2015,September,1,1,232.3723936
WAE,301,228,M,2015,September,1,1,215.8043606
WAE,306,259,M,2015,September,1,1,220.8249921
WAE,307,239,M,2015,September,1,1,224.4447639
WAE,307,255,M,2015,September,1,1,221.3029616
WAE,310,337,M,2015,September,1,1,234.8077977
WAE,312,254,M,2015,September,1,1,242.7829016
WAE,312,299,M,2015,September,1,1,239.2061007
WAE,312,250,M,2015,September,1,1,244.5696473
WAE,315,230,M,2015,September,1,1,233.4642229
WAE,315,255,M,2015,September,1,1,231.4071906
WAE,316,300,M,2015,September,1,1,242.2118526
WAE,321,280,M,2015,September,1,1,231.5326888
WAE,324,260,M,2015,September,1,1,242.052588
WAE,326,308,M,2015,September,1,1,245.1990972
WAE,328,291,M,2015,September,1,1,227.4897924
WAE,330,307,M,2015,September,1,1,239.9580871
WAE,330,307,M,2015,September,1,1,248.4131707
WAE,330,306,M,2015,September,1,1,248.0577209
WAE,335,349,M,2015,September,1,1,272.7443392
WAE,335,333,M,2015,September,1,1,256.5771439
WAE,336,302,M,2015,September,1,1,261.6263713
WAE,337,354,M,2015,September,1,1,252.8791237
WAE,337,324,M,2015,September,1,1,249.1119331
WAE,342,339,M,2015,September,1,1,242.8636056
WAE,343,334,M,2015,September,1,1,246.3909886
WAE,346,356,M,2015,September,1,1,260.7044443
WAE,349,363,M,2015,September,1,1,211.3347092
WAE,354,374,M,2015,September,1,1,267.0688494
WAE,373,400,M,2015,September,1,1,274.3709038
WAE,246,108,M,2015,September,1,1,185.0356036
WAE,355,386,M,2015,September,1,1,278.5095072
WAE,361,448,M,2015,September,1,1,285.1968305
WAE,379,485,M,2015,September,1,1,285.3714569
WAE,384,513,M,2015,September,1,1,242.9916366
WAE,395,550,M,2015,September,1,1,280.9772647
WAE,250,120,U,2015,September,1,1,179.078202
WAE,266,146,U,2015,September,1,1,195.1874027
WAE,332,278,U,2015,September,1,1,265.0826312
WAE,353,391,U,2015,September,1,1,249.7528342
