study,netID,sDate,run,species,length,clipped,recap,notes
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,31,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,36,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,37,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,38,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,42,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,44,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,45,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,45,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,45,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,45,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,46,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,47,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,47,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,47,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,47,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,48,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,48,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,48,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,48,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,49,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,50,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,51,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,51,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,51,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,52,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,53,FALSE,FALSE,mortality
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,53,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,53,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,53,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,55,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,55,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,55,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,56,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,56,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,58,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,59,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,60,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,60,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,63,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,65,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,65,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,67,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,69,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,72,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,73,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,75,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,75,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,75,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,75,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,76,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,78,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,80,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,80,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,85,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,87,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,88,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,92,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,94,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,94,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,96,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,96,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,96,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,99,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,100,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,101,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,103,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,105,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,106,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,107,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,109,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species2,127,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,68,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,75,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,76,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,77,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,78,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,81,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,83,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,135,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,142,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,144,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,147,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,147,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,203,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,254,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species3,275,TRUE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,49,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,56,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,57,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,57,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,58,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,62,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,62,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,62,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,64,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,65,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,66,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,67,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,68,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,68,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,69,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,71,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,72,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,73,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,73,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,74,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,75,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,77,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,77,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,79,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,81,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,83,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,87,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,88,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,90,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,94,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,103,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_1,25-May-11,mark,Species1,108,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,25,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,30,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,30,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,31,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,33,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,37,FALSE,FALSE,
