study,netID,sDate,run,species,length,clipped,recap,notes
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,45,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,TRUE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,46,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,47,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,48,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,48,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,48,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,48,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,49,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,49,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,49,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,49,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,50,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,51,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,51,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,52,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,52,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,52,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,53,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,53,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,53,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,55,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,57,FALSE,TRUE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,58,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,62,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,63,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,63,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,64,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,67,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,67,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,69,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,71,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,72,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,73,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,75,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,79,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,80,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,80,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,81,FALSE,TRUE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,82,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,82,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,84,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,84,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,85,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,86,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,87,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,87,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,91,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,93,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,94,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,96,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,96,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,97,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,97,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,98,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,99,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,99,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,100,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,101,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,102,FALSE,TRUE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,109,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,111,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,113,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,114,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,119,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species2,130,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,57,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,61,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,65,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,68,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,70,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,87,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,114,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,127,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,129,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,138,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,142,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species3,159,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,32,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,34,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,35,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,36,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,37,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,38,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,39,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,40,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,41,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,42,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,43,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,44,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,48,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,51,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,54,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,56,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,56,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,56,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,56,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,58,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,58,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,59,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,60,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,61,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,61,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,61,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,70,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,70,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,71,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,71,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,74,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,76,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,79,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,80,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,80,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,81,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,85,FALSE,FALSE,
Whittlesey2011,WhittleseyCreek11_2,26-May-11,recap,Species1,103,FALSE,FALSE,
